Id,Name,pagesNumber,RatingDistTotal,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating
8347,"The Element Encyclopedia of 20,000 Dreams",678,total:257,HarperElement,14,2006,,Theresa Cheung,4.3
8348,Dinosaurs and Prehistoric Life,224,total:55,DK Publishing (Dorling Kindersley),3,2003,,Hazel Richardson,4.27
8349,Zoo Animals,256,total:7,MacMillan Publishing Company,1,1995,,Michael H. Robinson,2.86
8355,Animals Aloft: photographs from the Smithsonian national Air  Space Museum,96,total:7,Bunker Hill Publishing Inc,0,2005,,Allan Janus,4.43
8359,Flowers (Eyewitness Explorers),64,total:15,Dorling Kindersley Children,2,1997,eng,David Burnie,3.87
8360,Light (DK Eyewitness),64,total:28,DK Children,3,1999,,David Burnie,4.43
8362,Animal: The Definitive Visual Guide to the World's Wildlife,624,total:842,DK,17,2005,eng,David Burnie,4.51
8363,Eyewitness: Life,64,total:6,,0,1999,,David  Burnie,4.17
8368,Pleasurable Kingdom: Animals and the Nature of Feeling Good,256,total:181,St. Martin's Press,3,2006,,Jonathan Balcombe,3.91
8369,Weird Friends: Unlikely Allies in the Animal Kingdom,40,total:62,HMH Books for Young Readers,15,2002,,José Aruego,4.26
8370,The Making Of Disney's Animal Kingdom Theme Park,192,total:34,Disney Enterprises,2,1998,eng,Melody Malmberg,4.32
8371,Que Es El Reino Animal? (La Ciencia De Los Seres Vivos),32,total:13,Crabtree Publishing Company,0,2005,,Bobbie Kalman,4
8373,El Reino Animal,256,total:16,Alfaguara,4,2006,spa,Sergio Ramírez,3.69
8374,Becoming Animal: Contemporary Art in the Animal Kingdom,140,total:16,MIT Press,2,2005,,Christoph Cox,4
8375,The Curiosities of Food: Or the Dainties and Delicacies of Different Nations Obtained from the Animal Kingdom,372,total:13,Ten Speed Press,3,2001,,Peter Lund Simmonds,4
8389,Animals: How They Work,48,total:1,Sterling,0,1994,,David Burnie,3
8391,Microlife,48,total:6,DK Publishing (Dorling Kindersley),3,1999,,David Burnie,4.17
8394,The Living Forest,160,total:1,Reader's Digest Association,0,1998,,Reader's Digest Association,5
8397,Bird Watcher,72,total:9,DK Publishing (Dorling Kindersley),0,2006,,David Burnie,4.22
8404,Everyday Machines: Amazing Devices We Take for Granted,46,total:7,Turner Publications Inc,1,1995,,David Burnie,3.29
8407,Machines: How They Work,46,total:0,Sterling Publishing (NY),0,1994,,David Burnie,0
8409,Secret Worlds: Mini Beasts (Secret Worlds),96,total:0,,0,2002,,David  Burnie,0
8414,Mammals (DK Eyewitness Explorers),61,total:2,DK Publishing (Dorling Kindersley),1,1998,,David Burnie,4
8415,101 Nature Experiments: A Step-By-Step Guide,96,total:4,DK Publishing (Dorling Kindersley),0,1999,,David  Burnie,4.25
8416,The Kingfisher Illustrated Nature Encyclopedia,320,total:20,Kingfisher,1,2004,,David Burnie,4.35
8417,Tree (Eyewitness Books),64,total:83,DK Children,0,2000,eng,David Burnie,4.05
8419,Communication,32,total:1,Gloucester,0,1992,,David Burnie,3
8427,The Concise Animal Encyclopedia,320,total:14,Kingfisher,0,2003,,David Burnie,4.07
8428,Insects & Spiders,64,total:4,Time Life Medical,0,1999,eng,David Burnie,4.5
8431,The Kingfisher Illustrated Animal Encyclopedia,319,total:38,Kingfisher,4,2000,,David Burnie,4.53
8432,Seashore (Eyewitness Explorers),60,total:56,DK Publishing (Dorling Kindersley),0,1994,,Steve Parker,3.95
8433,The Concise Nature Encyclopedia,320,total:5,Kingfisher,3,2006,,David Burnie,4.8
8434,Bird,64,total:85,DK Children,2,2000,,David Burnie,4.02
8436,Plant,96,total:83,DK Children,0,2006,,David Burnie,4.1
8437,Lost on a Mountain in Maine,112,total:1546,Turtleback Books,2,2013,,Donn Fendler,3.87
8438,Wild Flowers of the Mediterranean,320,total:7,Dorling Kindersley,0,1995,,Michael E. Walters,3.86
8439,Forest (Inside Guides),48,total:1,Dorling Kindersley Publishers Ltd,0,1998,,David Burnie,4
8451,In the Shadow of South Africa: Lesotho's Economic Future,214,total:1,Ashgate Publishing,0,2003,,Mats Lundahl,3
8452,Nature and the Beast,188,total:0,America Star Books,0,2006,,Colin  P. McCarthy,0
8453,Reptile (DK Eyewitness),64,total:67,DK Publishing (Dorling Kindersley),9,2000,,Colin McCarthy,4.07
8461,Brain Busters! Mind-Stretching Puzzles in Math and Logic,112,total:7,Dover Publications,0,2003,,Barry R. Clarke,3.71
8463,Deep Citizenship,152,total:1,Pluto Press (UK),0,1996,,Paul Barry Clarke,4
8466,Citizenship: A Reader,208,total:0,Pluto Press,0,1994,,Paul Barry Clarke,0
8467,Coastal Forces,200,total:2,Potomac Books,0,1994,,Barry Clarke,4
8468,Challenging Racism: A Handbook on the Human Rights ACT,201,total:1,Lawrence & Wishart,0,2002,,Barry Clarke,5
8474,Test Your Puzzle Power,112,total:0,Ward Lock Limited.,0,1994,,Barry R. Clarke,0
8475,Doorposts,128,total:27,Tyndale House Publishers,2,2015,,Timothy R. Botts,4.37
8477,Sunday Door Posts II: Sixty Calligraphic Renderings of Biblical Texts Suitable for Reproduction (Sunday Doorposts),124,total:4,Sheed & Ward,0,1991,,Timothy R. Botts,3.75
8478,Between the Doorposts,79,total:0,Ekstasis Editions,0,2004,,Isa Milman,0
8479,"Upon the Doorposts of Thy House: Jewish Life in East-Central Europe, Yesterday and Today",320,total:7,Wiley,0,1994,,Ruth Ellen  Gruber,4
8480,The Souls of Animals,160,total:153,New World Library,16,2006,,Gary Kowalski,3.9
8481,"Animals Are Soul, Too!",254,total:26,Eckankar,4,2005,,Harold Klemp,4.54
8482,Animals as Guides for the Soul: Stories of Life-Changing Encounters,304,total:69,Ballantine Books,3,1999,,Susan Chernak McElroy,4.14
8483,Poetic Animals and Animal Souls,212,total:6,Palgrave Macmillan,1,2003,,Randy Malamud,4
8486,The Prophet of Yonwood,289,total:27322,Random House Books for Young Readers,82,2006,eng,Jeanne DuPrau,3.27
8487,The Prophet's Dictionary: The Ultimate Guide to Supernatural Wisdom,608,total:213,Whitaker House,7,2006,,Paula A. Price,4.48
8489,Muhammad: A Prophet for Our Time,256,total:2558,Eminent Lives,205,2006,eng,Karen Armstrong,4.07
8490,Journal of the Unknown Prophet,290,total:133,Arrow Publications,0,2004,,Wendy Alec,4.38
8492,Prophet,416,total:13575,Crossway Books,221,2004,en-US,Frank E. Peretti,3.94
8494,Access the Power of Your Higher Self: Your Source of Inner Guidance and Spiritual Transformation (Pocket Guides to Practical Spirituality),100,total:75,Summit University Press,6,2017,en-GB,Elizabeth Clare Prophet,4.2
8495,Hailstones and Halibut Bones,64,total:980,Doubleday Books for Young Readers,22,1990,en-US,Mary O'Neill,4.32
8497,The Second Sex,786,total:27874,Everyman's Library,11,1993,,Simone de Beauvoir,4.12
8498,Cool Men and the Second Sex,224,total:12,Columbia University Press,1,2003,,Susan Fraiman,3.25
8501,The Church and the Second Sex,231,total:130,Beacon Press,7,1986,eng,Mary Daly,3.85
8503,Simone de Beauvoir's the Second Sex,83,total:26,Hodder & Stoughton,2,2002,,George Myerson,3.77
8504,Sex as a Second Language,330,total:242,Atria Books,35,2006,,Alisa Kwitney,2.93
8505,Thomas Jefferson on Wine,457,total:91,University Press of Mississippi,18,2006,,John Hailman,3.84
8506,Thomas Jefferson (Oxford Portraits),253,total:4490,"Oxford University Press, USA",133,2005,eng,R.B. Bernstein,4.01
8507,Quotations of Thomas Jefferson,32,total:87,Applewood Books,3,2004,,Thomas Jefferson,4.2
8508,The Jefferson Bible: The Life and Morals of Jesus of Nazareth,103,total:2181,Applewood Books,105,2006,eng,Thomas Jefferson,3.82
8510,Who Was Thomas Jefferson?,103,total:791,Penguin Workshop,84,2003,eng,Dennis Brindell Fradin,4.07
8513,"An Evening with Benjamin Franklin and Thomas Jefferson: Dinner, Wine, and Conversation",334,total:10,Bacchus Press,1,2006,,James M. Gabler,3.6
8514,Thomas Jefferson and Sally Hemings: An American Controversy,320,total:410,University of Virginia Press,45,1998,,Annette Gordon-Reed,3.97
8515,The Man Who Listens to Horses,352,total:10664,Ballantine Books,207,1998,en-US,Monty Roberts,4.12
8520,"Under Orders (Sid Halley, #4)",308,total:4894,Putnam Publishing Group,255,2006,eng,Dick Francis,3.87
8521,Smokescreen,304,total:3124,G.P. Putnam's Sons,82,2006,,Dick Francis,3.94
8522,For Kicks,292,total:3547,G.P. Putnam's Sons,95,2004,eng,Dick Francis,4.01
8523,Forfeit,256,total:2932,G.P. Putnam's Sons,64,2005,eng,Dick Francis,3.94
8524,"Win, Place, or Show",656,total:409,G.P. Putnam's Sons,0,2004,,Dick Francis,4.15
8525,Dead Cert,277,total:5592,G.P. Putnam's Sons,127,2004,eng,Dick Francis,3.98
8526,Shattered,256,total:5043,G.P. Putnam's Sons,140,2005,,Dick Francis,3.9
8527,The Edge,368,total:4481,G.P. Putnam's Sons,164,2005,,Dick Francis,4.02
8528,Rat Race,304,total:2928,G.P. Putnam's Sons,93,2006,eng,Dick Francis,3.98
8529,Reflex,304,total:5502,G.P. Putnam's Sons,129,2005,eng,Dick Francis,4.07
8530,Risk,272,total:3140,G.P. Putnam's Sons,74,2006,,Dick Francis,3.95
8531,Proof,368,total:6245,G.P. Putnam's Sons,197,2005,,Dick Francis,4.05
8532,Decider,341,total:4237,G.P. Putnam's Sons,137,2004,eng,Dick Francis,4
8533,Slay Ride,288,total:2649,G.P. Putnam's Sons,60,2004,en-US,Dick Francis,3.82
8535,In the Frame,304,total:3143,G.P. Putnam's Sons,107,2006,,Dick Francis,3.97
8536,Bonecrack,304,total:3439,G.P. Putnam's Sons,84,2006,eng,Dick Francis,4.01
8537,Nerve,320,total:4222,Jove,117,1998,eng,Dick Francis,4.04
8538,"Break In (Kit Fielding, #1)",320,total:4653,G.P. Putnam's Sons,134,2005,eng,Dick Francis,4.06
8539,Whip Hand,288,total:5670,Im Press,2,2001,,Dick Francis,4.1
8540,Blood Sport,288,total:5111,G.P. Putnam's Sons,115,2004,eng,Dick Francis,3.89
8541,Straight,320,total:4502,G.P. Putnam's Sons,144,2006,eng,Dick Francis,4.06
8542,10 lb Penalty,320,total:4391,G.P. Putnam's Sons,179,2004,eng,Dick Francis,3.91
8543,To the Hilt,352,total:6629,G.P. Putnam's Sons,270,2004,,Dick Francis,4.12
8544,Trial Run,272,total:2352,G.P. Putnam's Sons,55,2004,eng,Dick Francis,3.84
8545,Wild Horses,352,total:3853,G.P. Putnam's Sons,156,2004,eng,Dick Francis,3.91
8546,Field of Thirteen,304,total:2487,G.P. Putnam's Sons,86,2004,eng,Dick Francis,3.73
8548,Driving Force,384,total:3257,Fawcett Books,107,1993,eng,Dick Francis,3.97
8549,Second Wind,272,total:3300,G.P. Putnam's Sons,2,2005,,Dick Francis,3.71
8551,Flying Finish,276,total:3113,Jove,90,1999,eng,Dick Francis,3.97
8552,"Bolt (Kit Fielding, #2)",288,total:5723,G.P. Putnam's Sons,122,2005,eng,Dick Francis,4.04
8553,High Stakes,304,total:3349,G.P. Putnam's Sons,115,2006,,Dick Francis,4
8555,The Dick Francis Complete Treasury of Great Racing Stories,464,total:25,Galahad,0,2004,,Dick Francis,3.92
8557,"Come to Grief (Sid Halley, #3)",384,total:4489,G.P. Putnam's Sons,135,2005,eng,Dick Francis,4.02
8558,Enquiry,264,total:2983,Jove,80,2000,,Dick Francis,3.96
8567,Hot Money,288,total:4707,Michael Joseph,2,1996,,Dick Francis,4.05
8568,"Odds Against (Sid Halley, #1)",288,total:4499,G.P. Putnam's Sons,133,2005,eng,Dick Francis,4.06
8572,Banker,288,total:4067,Michael Joseph,133,2000,eng,Dick Francis,4.06
8574,"Whip Hand (Sid Halley, #2)",304,total:5670,G.P. Putnam's Sons,147,2005,eng,Dick Francis,4.1
8581,A Jockey's Life: The Biography of Lester Piggott,468,total:90,Fawcett,2,1987,eng,Dick Francis,3.59
8582,The Dick Francis Treasury of Great Racing Stories,221,total:66,Fawcett,3,1992,eng,Dick Francis,3.79
8583,Come to Grief / Decider / Wild Horses,707,total:32,Putnam Adult,0,1997,eng,Dick Francis,4.09
8586,Odds Against,277,total:4499,Jove,4,2000,eng,Dick Francis,4.06
8591,"Plays 1: Small Towns  Sea: Horseplay, Flipside, Trick of the Light",268,total:0,Victoria University Press,0,2006,,Ken Duncum,0
8598,"Eats, Shoots & Leaves: Why, Commas Really Do Make a Difference!",32,total:1542,G.P. Putnam's Sons Books for Young Readers,205,2006,eng,Lynne Truss,4.15
8601,Talk to the Hand: The Utter Bloody Rudeness of Everyday Life,214,total:3242,Profile Books,30,2005,eng,Lynne Truss,3.33
8602,Design of Building Trusses,448,total:3,Wiley,0,1994,,James Ambrose,4.33
8603,Jasmin,196,total:70,Groundwood Books,0,2000,,Jan Truss,3.99
8605,The Simple Living Guide,464,total:1101,Harmony,109,1997,,Janet Luhrs,3.98
8608,The Art of Encouragement: A Simple Guide to Living Life from the Heart,221,total:12,"Stewart, Tabori, & Chang",0,2006,,Candy Paull,3.33
8609,Living the Simple Life: A Guide to Scaling Down and Enjoying More,320,total:742,Hachette Books,76,1998,,Elaine St. James,3.56
8610,The Busy Mom's Guide to Simple Living: Creative Ideas and Practical Ways for Making the Most Out of What You Have,214,total:22,Crossway Books,5,1997,,Jackie Wellwood,3.5
8612,Simple Zen: A Guide to Living Moment by Moment,176,total:41,Tuttle Publishing,5,1999,,C. Alexander Simpkins,3.83
8613,Herbal Drugstore,624,total:199,Rodale Books,1,2003,,Linda B. White,4.08
8614,The Spice and Herb Bible,606,total:187,Robert Rose,16,2006,eng,Ian Hemphill,4.26
8616,Earl Mindell's New Herb Bible,336,total:208,Pocket Books,5,2002,,Earl Mindell,4.04
8617,Herbs of the Bible,240,total:0,Citadel,0,2003,,Allan Swenson,0
8619,Herbs of the Bible: 2000 Years of Plant Medicine,256,total:19,Interweave Press,0,1999,,James A. Duke,4.32
8620,The Spice and Herb Bible: A Cook's Guide,512,total:187,Robert Rose,1,2002,,Ian Hemphill,4.26
8622,"Plants, Flowers, and Herbs of the Bible: The Living Legacy of the Third Day of Creation",221,total:23,Keats Publishing,0,1989,,Wilfred Edward Shewell-Cooper,3.09
8623,Duke's Handbook of Medicinal Plants of the Bible,528,total:12,CRC Press,0,2007,,James A. Duke,4.67
8624,What Your Mother Never Told You about S-E-X,372,total:171,Tarcherperigee,15,2003,,Hilda Hutcherson,4.12
8627,"Master and Commander (Aubrey/Maturin,  #1)",459,total:43226,W. W. Norton  Company,95,2003,en-US,Patrick O'Brian,4.1
8628,The Making of Master and Commander: The Far Side of the World,168,total:118,W. W. Norton  Company,13,2003,eng,Tom McGregor,3.97
8630,"The Ionian Mission (Aubrey/Maturin, #8)",10,total:8688,Blackstone Audiobooks,80,2005,eng,Patrick O'Brian,4.32
8632,"Her Master and Commander (Just Ask Reeves, #1)",372,total:875,Avon,31,2006,eng,Karen Hawkins,3.8
8635,The Stanley Park Companion,128,total:4,Nightwood Editions,3,2003,,Paul Grant,4.25
8636,"Stanley Park's Secret: The Forgotten Families of Whoi Whoi, Kanaka Ranch, and Brockton Point",288,total:23,Harbour Publishing,0,2005,,Jean Barman,4.09
8637,A Nature Walk In Stanley Park: Lost Lagoon & Beaver Lake,114,total:0,Mitchell Press,0,1977,,Sinclair Ross,0
8640,Beating the King's Indian and Grunfeld,224,total:0,Everyman Chess,0,2006,,Timothy W. Taylor,0
8641,Story House,464,total:123,Knopf Canada,9,2006,,Timothy  Taylor,3.09
8642,Atlas of Archaeology,208,total:54,DK Publishing (Dorling Kindersley),4,1998,,Mick Aston,3.87
8643,"Strange Sounds: Music, Technology & Culture",278,total:27,Routledge,1,2001,eng,Timothy D. Taylor,3.74
8644,Undating America's Social Contract: Economic Growth and Opportunity in the New Century,190,total:0,W. W. Norton & Company,0,2000,,Rudolph G. Penner,0
8645,Stanley Park,436,total:2052,Counterpoint LLC,90,2003,eng,Timothy  Taylor,3.57
8646,Crow Lake,324,total:16154,Dial Press Trade Paperback,1605,2003,eng,Mary Lawson,3.88
8647,"Shadow of the Giant (Ender's Shadow, #4)",388,total:47100,,822,2005,eng,Orson Scott Card,4
8648,"Xenocide (Ender's Saga, #3)",592,total:134311,Tor Books,3160,1996,eng,Orson Scott Card,3.79
8649,The Lost World (Modern Library MM),288,total:53182,Modern Library,6,2004,,Arthur Conan Doyle,3.92
8651,The Lost World,0,total:115266,Random House Value Publishing,2,1995,,Michael Crichton,3.78
8652,Lost World Mov Tie-In,0,total:115266,Random House Value Publishing,0,1998,,Michael Crichton,3.78
8656,The Life of Sir Arthur Conan Doyle,320,total:159,Da Capo Press,6,2003,eng,John Dickson Carr,4.01
8657,Best Horror Stories of Arthur Conan Doyle,294,total:78,Academy Chicago Publishers,8,2005,,Arthur Conan Doyle,3.86
8659,The Tragedy of the Korosko,276,total:331,Adamant Media Corporation,27,2001,,Arthur Conan Doyle,3.59
8660,The Lost World (TV Tie-in),224,total:53182,Penguin Books,4,2002,eng,Arthur Conan Doyle,3.92
8661,Las aventuras de Sherlock Holmes,192,total:289,Edimat Libros,13,2005,eng,Arthur Conan Doyle,4.3
8664,The Sherlock Holmes Mysteries,533,total:797,Signet Classics,34,2005,,Arthur Conan Doyle,4.27
8666,The Sustainable Vegetable Garden: A Backyard Guide to Healthy Soil and Higher Yields,128,total:149,Ten Speed Press,22,1999,,John Jeavons,3.79
8668,How to Grow More Vegetables Than You Ever Thought Possible on Less Land Than You Can Imagine,144,total:1525,"Ten Speed Press,U.S.",7,1982,,John Jeavons,4.09
8669,"How to Grow More Vegetables: Fruits, Nuts, Berries, Grains, and Other Crops",201,total:1525,Ten Speed Press,6,1995,,John Jeavons,4.09
8671,The Seed Finder,147,total:0,Ten Speed Pr,0,1983,,John Jeavons,0
8673,How to Grow More Vegetables Than You Ever Thought Possible on Less Land Than You Can Imagine: A Primer on the Life-Giving Biodynamic/French Intensiv,175,total:1525,Ten Speed Pr,0,1991,,John Jeavons,4.09
8674,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny",538,total:52678,Pocket Books,13,2001,eng,Anthony Robbins,4.15
8675,Wild Ducks Flying Backward,272,total:6108,Bantam,262,2006,eng,Tom Robbins,3.55
8676,Unlimited Power: The New Science Of Personal Achievement,448,total:27976,Free Press,442,1997,eng,Anthony Robbins,4.23
8677,Robbins and Cotran Review of Pathology,432,total:121,Saunders,6,2004,en-US,Edward C. Klatt,4.33
8678,Somewhere: The Life of Jerome Robbins,688,total:71,Broadway,10,2006,,Amanda Vaill,4.04
8680,Fierce Invalids Home from Hot Climates,445,total:25981,Bantam,1141,2001,en-US,Tom Robbins,4.03
8681,Live with Passion!: Stategies for Creating a Compelling Future,0,total:275,Simon  Schuster Audio/Nightingale-Conant,14,2002,,Anthony Robbins,4.27
8682,Jitterbug Perfume,342,total:64118,No Exit Press,2733,2001,eng,Tom Robbins,4.25
8683,Robbins & Cotran Pathologic Basis of Disease,1552,total:1348,Saunders,32,2004,,Vinay   Kumar,4.28
8684,"Baseball Prospectus 2006: Statistics, Analysis, and Insight for the Information Age",576,total:98,Workman Publishing Company,2,2006,,Mark Armour,4.34
8685,Baseball Between the Numbers,454,total:3562,Perseus Books,23,2006,,Jonah Keri,4.01
8690,"Baseball Prospectus 2005: Statistics, Analysis, and Insight for the Information Age",576,total:74,Workman Publishing Company,0,2005,,Baseball Prospectus,4.2
8692,"Baseball Prospectus 2004: Statistics, Analysis and Insight for the Information Age",602,total:80,Workman Publishing,1,2004,,Baseball Prospectus,4.31
8693,West Africa,904,total:79,,1,2006,eng,Lonely Planet,3.73
8694,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy, #3)",224,total:188067,Del Rey,2246,2005,eng,Douglas Adams,4.2
8695,"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",250,total:218672,Del Rey,3734,2005,eng,Douglas Adams,4.22
8696,Last Chance to See,256,total:19827,Ballantine Books,862,1992,,Douglas Adams,4.32
8697,Hitchhiker: A Biography of Douglas Adams,432,total:365,"Justin, Charles and Company",15,2005,,M.J. Simpson,3.65
