pagesNumber,Authors,Publisher,Rating,Language,RatingDistTotal,RatingDist5,RatingDist3,CountsOfReview,PublishDay,ISBN,RatingDist4,PublishMonth,Id,PublishYear,RatingDist1,RatingDist2,Name
176,Larry Diamond,Johns Hopkins University Press,3,,total:4,5:01,3:01,0,8,0801850029,4:00,1,113868,1994,1:00,2:02,"Nationalism, Ethnic Conflict, and Democracy"
280,Joanna Harrington,McGill-Queen's University Press,0,eng,total:0,5:00,3:00,0,3,0773529675,4:00,22,113869,2006,1:00,2:00,Bringing Power to Justice?: The Prospects of the International Criminal Court
300,Nenad Miščević,Open Court,4,,total:1,5:00,3:00,0,5,0812694155,4:01,23,113870,2000,1:00,2:00,Nationalism and Ethnic Conflict: Philosophical Perspectives
344,Maya Shatzmiller,McGill-Queen's University Press,4,,total:3,5:00,3:00,0,4,0773528482,4:03,29,113871,2005,1:00,2:00,Nationalism and Minority Identities in Islamic Societies
329,Berch Berberoglu,Temple University Press,0,,total:0,5:00,3:00,0,9,1566393426,4:00,13,113872,1995,1:00,2:00,"The National Question: Nationalism, Ethnic Conflict, and Self-Determination in the Twentieth Century"
137,Berch Berberoglu,Rowman & Littlefield Publishers,0,,total:0,5:00,3:00,0,12,0742535444,4:00,13,113875,2005,1:00,2:00,"Nationalism and Ethnic Conflict: Class, State, and Nation in the Age of Globalization"
448,Garth Stevenson,McGill-Queen's University Press,4,,total:1,5:00,3:00,0,5,0773530738,4:01,5,113876,2006,1:00,2:00,Parallel Paths: The Development of Nationalism in Ireland and Quebec
307,Taylor Larimore,John Wiley & Sons,4.29,,total:5961,2.208333333,0.638888889,15,9,0470067365,1.661805556,28,113877,2007,1:57,0.174305556,The Bogleheads' Guide to Investing
558,André Jardin,Johns Hopkins University Press,3.33,,total:12,5:01,3:04,4,10,0801860679,4:05,23,113878,1998,1:01,2:01,Tocqueville: A Biography
124,Pierre Jean Jouve,Marlboro Press,3.3,,total:10,5:02,3:06,1,10,0810160188,4:01,21,113879,1996,1:01,2:00,The Desert World
104,Pierre Jean Jouve,Marlboro Press,3.75,,total:4,5:01,3:02,0,10,081016003X,4:01,15,113880,1995,1:00,2:00,Helene
274,Élisabeth Badinter,Columbia University Press,3.94,,total:148,5:43,3:27,4,3,0231084358,0.213194444,11,113881,1997,1:03,2:08,XY: On Masculine Identity
118,Jean Frémon,Avec Books,4.5,,total:2,5:01,3:00,0,1,1880713314,4:01,1,113882,2003,1:00,2:00,Distant Noise
145,Pierre Jean Jouve,Marlboro Press,3,,total:7,5:00,3:02,1,10,0810160382,4:03,29,113883,1997,1:01,2:01,Hecate: The Adventure of Catherine Crachat: I
119,Emmanuel Hocquard,Marlboro Press,4,,total:8,5:00,3:00,0,1,0910395888,4:08,1,113884,1992,1:00,2:00,Aerea in the Forests of Manhattan
175,Pierre Jean Jouve,Marlboro Press,3,,total:3,5:00,3:01,1,10,0810160404,4:01,29,113885,1997,1:00,2:01,Vagadu: The Adventure of Catherine Crachat: II
464,James M. Ridgway Jr.,America Star Books,0,,total:0,5:00,3:00,0,3,159129066X,4:00,4,113886,2002,1:00,2:00,Apprentice Killers
544,Carlton Smith,Signet,4.02,,total:6668,1.861111111,1.241666667,70,6,045121238X,1.813194444,1,113888,2004,1:46,0.265972222,The Search for the Green River Killer
192,Adriana Trigiani,Random House Trade Paperbacks,3.93,,total:531,0.33125,0.210416667,45,10,0812974824,0.297222222,11,113891,2005,1:06,2:37,"Cooking with My Sisters: One Hundred Years of Family Recipes, from Bari to Big Stone Gap"
354,David Toole,SCM Press,0,,total:0,5:00,3:00,0,7,0334028612,4:00,27,113892,2010,1:00,2:00,"Waiting For Godot In Sarajevo: Theological Reflections On Nihilism, Tragedy And Apocalypse"
334,Mark M. Lowenthal,CQ Press,3.87,eng,total:471,0.298611111,0.215972222,12,4,1933116021,0.292361111,28,113893,2006,1:03,2:26,Intelligence: From Secrets to Policy
335,Chuck Forrest,Grand Central Publishing,4,,total:40,5:13,3:09,5,4,0446393525,4:16,1,113894,1992,1:00,2:02,Secrets of the Jeopardy Champions
222,Mark M. Lowenthal,Routledge,3.67,,total:3,5:01,3:02,0,11,081531423X,4:00,1,113895,1994,1:00,2:00,The U.S. Intelligence Community: An Annotated Bibliography
310,Mark M. Lowenthal,Avon,3.32,eng,total:47,5:08,3:19,7,2,0380423332,4:10,1,113897,1979,1:01,2:09,Crispan Magicker
196,Mark M. Lowenthal,Praeger,4.5,,total:2,5:01,3:00,0,8,0275944344,4:01,21,113898,1992,1:00,2:00,U.S. Intelligence: Evolution and Anatomy (The Washington Papers)
473,Loch K. Johnson,Roxbury Publishing Company,3.23,,total:13,5:02,3:04,0,3,1931719276,4:03,1,113899,2004,1:00,2:04,Strategic Intelligence: Windows Into a Secret World: An Anthology
1824,Loch K. Johnson,Praeger,3.43,,total:7,5:02,3:01,0,12,0275989429,4:02,30,113900,2006,1:01,2:01,Strategic Intelligence [5 Volumes]
298,Loch K. Johnson,New York University Press,3.43,,total:14,5:02,3:05,2,4,081474253X,4:05,1,113901,2002,1:01,2:01,"Bombs, Bugs, Drugs, and Thugs: Intelligence and America's Quest for Security"
282,Loch K. Johnson,Yale University Press,3.73,,total:11,5:04,3:02,0,10,0300076541,4:03,11,113902,1998,1:01,2:01,Secret Agencies: U.S. Intelligence in a Hostile World
368,Loch K. Johnson,"Oxford University Press, USA",3.6,,total:10,5:00,3:04,0,3,0195069447,4:06,14,113903,1991,1:00,2:00,America's Secret Power: The CIA in a Democratic Society
317,Loch K. Johnson,"Dorsey Press, the",3.7800000000000002,,total:9,5:03,3:03,1,9,0256063206,4:02,1,113904,1987,1:00,2:01,A Season of Inquiry: Congress and Intelligence
480,Loch K. Johnson,McGraw-Hill Companies,0,,total:0,5:00,3:00,0,1,0070327165,4:00,1,113906,1995,1:00,2:00,America as a World Power: Foreign Policy in a Constitutional Framework
232,Charles S. Bullock III,University of North Carolina Press,0,,total:0,5:00,3:00,0,12,0807820539,4:00,14,113907,1992,1:00,2:00,Runoff Elections in the United States
112,Leslie Gourse,Children's Press(CT),4,,total:4,5:01,3:01,0,3,0531164071,4:02,1,113908,2000,1:00,2:00,Wynton Marsalis: Trumpet Genius
200,Šumit Ganguly,Woodrow Wilson Center Press / Columbia University Press,3.17,eng,total:42,5:03,3:18,3,4,0231123698,4:13,1,113909,2002,1:04,2:04,Conflict Unending: India-Pakistan Tensions Since 1947
223,Šumit Ganguly,University of Washington Press,4,,total:6,5:02,3:02,0,6,0295986352,4:02,27,113910,2006,1:00,2:00,Fearful Symmetry: India-Pakistan Crises in the Shadow of Nuclear Weapons
400,Michael E. Brown,MIT Press,3.5,,total:2,5:00,3:01,0,8,0262523337,4:01,29,113911,2003,1:00,2:00,Fighting Words: Language Policy and Ethnic Relations in Asia
457,Harold A. Gould,Westview Press,0,,total:0,5:00,3:00,0,9,0813383846,4:00,19,113912,1993,1:00,2:00,India Votes: Alliance Politics And Minority Governments In The Ninth And Tenth General Elections
145,Šumit Ganguly,Westview Press,3.5,,total:2,5:00,3:01,0,3,0813385806,4:01,16,113913,1994,1:00,2:00,The Origins of War in South Asia: Indo-Pakistani Conflicts Since 1947
231,Harold A. Gould,Westview Press,0,,total:0,5:00,3:00,0,4,0813383838,4:00,15,113914,1992,1:00,2:00,The Hope And The Reality: U.s.-indian Relations From Roosevelt To Reagan
256,Šumit Ganguly,Westview Press,0,,total:0,5:00,3:00,0,8,081338995X,4:00,8,113915,1996,1:00,2:00,Mending Fences: Confidence- And Security-building Measures In South Asia
384,Michael E. Brown,MIT Press,2,eng,total:1,5:00,3:00,0,2,0262524554,4:00,1,113918,2009,1:00,2:01,Primacy and Its Discontents: American Power and International Stability
722,Patrick K. Gallagher,Elsevier Science,0,,total:0,5:00,3:00,0,9,044482085X,4:00,7,113922,1998,1:00,2:00,Handbook Of Thermal Analysis And Calorimetry
541,Michael E. Brown,MIT Press,2.75,,total:8,5:00,3:05,0,3,0262522020,4:01,27,113923,1995,1:01,2:01,Perils of Anarchy: Contemporary Realism and International Security
288,Michael E. Brown,Princeton University Press,4,,total:3,5:00,3:00,0,9,0691000689,4:03,27,113924,1993,1:00,2:00,Ethnic Conflict and International Security
341,Lawrence G. Brewster,Wadsworth Publishing Company,2,,total:1,5:00,3:00,0,9,0312153945,4:00,15,113927,1997,1:00,2:01,The Public Agenda
358,Michael E. Brown,Cornell University Press,4.33,,total:3,5:01,3:00,0,1,080142285X,4:02,1,113928,1992,1:00,2:00,Flying Blind
250,Michael E. Brown,MIT Press (MA),0,,total:0,5:00,3:00,0,4,0262522535,4:00,1,113932,1999,1:00,2:00,European Security: The Defining Debates
332,George Snedeker,Monthly Review Press,3.75,,total:4,5:01,3:02,0,5,0853458529,4:01,1,113933,1993,1:00,2:00,New Studies in the Politics and Culture of U.S. Communism
291,Brian Tracy,Berrett-Koehler Publishers,4.29,eng,total:11236,4.295138889,1.211805556,271,11,1576753077,2.467361111,1,113935,2004,0.134722222,0.31875,Goals!: How to Get Everything You Want Faster Than You Ever Thought Possible
11,Eliyahu M. Goldratt,HighBridge Company,4.04,eng,total:54942,5:22457,6.738194444,14,8,1598870645,4:18491,7,113937,2006,1.153472222,2.076388889,The Goal: A Process of Ongoing Improvement
174,Douglas Max,McGraw-Hill Companies,3.37,,total:59,5:12,3:22,1,3,007143383X,4:14,3,113939,2004,1:05,2:06,Perfect Phrases for Setting Performance Goals: Hundreds of Ready-To-Use Goals for Any Performance Plan or Review
192,Rebecca A. Moyes,Jessica Kingsley Publishers,3.75,,total:36,5:13,3:12,2,3,185302967X,4:06,15,113940,2001,1:00,2:05,Incorporating Social Goals in the Classroom: A Guide for Teachers and Parents of Children with High-Functioning Autism and Asperger Syndrome
203,Jan O'Neill,Solution Tree,3.91,,total:23,5:09,3:06,1,11,1932127879,4:06,4,113941,2005,1:01,2:01,The Power of Smart Goals: Using Goals to Improve Student Learning
217,Chris Weber,Heinemann Educational Books,3.5,,total:2,5:01,3:00,1,9,0325007497,4:00,20,113943,2006,1:00,2:01,Nurturing the Peacemakers in Our Students: A Guide to Writing and Speaking Out about Issues of War and of Peace
244,Eugene J. Meehan,CQ Press,2.5,,total:2,5:00,3:01,1,1,0934540640,4:00,1,113945,1988,1:00,2:01,The Thinking Game: A Guide to Effective Study
64,Dr. Seuss,Harper Collins Children's Books,4.36,eng,total:315000,5:187127,3:38530,2588,10,0007173040,4:74900,4,113946,2004,3.572222222,6.582638889,How the Grinch Stole Christmas!
48,Louise Gikow,Random House Books for Young Readers,3.68,,total:22,5:05,3:06,2,10,0375811036,4:08,24,113947,2000,1:00,2:03,How the Grinch Stole Christmas! Movie Storybook
64,Dr. Seuss,Random House Children's Books,4.36,en-US,total:315000,5:187127,3:38530,0,8,0679887938,4:74900,12,113948,1997,3.572222222,6.582638889,How the Grinch Stole Christmas! Coloring Book (Super Coloring Book)
62,Dr. Seuss,Bolchazy-Carducci Publishers,4.36,,total:315000,5:187127,3:38530,4,1,0865164207,4:74900,1,113949,1998,3.572222222,6.582638889,Quomodo Invidiosulus Nomine Grinchus Christi Natalem Abrogaverit
80,Robert Roper,Golden Books,4.36,,total:14,5:09,3:02,4,10,0375810137,4:02,24,113954,2000,1:00,2:01,How the Grinch Stole Christmas! Who's Who in Whoville? (Super Coloring Book)
80,Ted Enik,Golden Books,5,,total:1,5:01,3:00,0,10,0375806938,4:00,24,113955,2000,1:00,2:00,"Happy Wholiday, Mr. Grinch!"
256,Annika Mombauer,Routledge,3.87,,total:53,5:11,3:09,4,3,0582418720,4:29,24,113956,2002,1:01,2:03,The Origins of the First World War: Controversies and Consensus
162,Gordon Martel,Pearson Longman,3.43,en-GB,total:88,5:11,3:37,4,3,0582438047,4:29,11,113957,2004,1:02,2:09,Origins of the First World War (Seminar Studies in History Series)
328,Steven E. Miller,Princeton University Press,3.83,,total:18,5:06,3:07,2,9,0691023492,4:04,15,113958,1991,1:00,2:01,Military Strategy and the Origins of the First World War
120,Leonard Charles Frederick Turner,W. W. Norton & Company,3.45,eng,total:29,5:07,3:11,1,12,0393099474,4:05,1,113959,1970,1:00,2:06,Origins of the First World War (Foundations of Modern History)
130,Frank McDonough,Cambridge University Press,3.66,eng,total:32,5:07,3:13,3,8,0521568617,4:10,21,113960,1997,1:01,2:01,The Origins of the First and Second World Wars
352,Zara S. Steiner,Palgrave Macmillan,3.7199999999999998,en-GB,total:18,5:05,3:06,1,5,033373467X,4:05,23,113961,2003,1:00,2:02,Britain and the Origins of the First World War (Making of the Twentieth Century)
70,Ruth Henig,Routledge,3.76,,total:42,5:08,3:18,0,12,0415262054,4:16,21,113962,2001,1:00,2:00,The Origins of the First World War
32,Jeffrey  Price,Random House Books for Young Readers,4,,total:3,5:02,3:00,0,10,0375810129,4:00,24,113967,2000,1:00,2:01,Grinch & Bear It!
109,Dr. Seuss,Presse Pocket,4.36,fre,total:315000,5:187127,3:38530,0,1,2266106015,4:74900,1,113968,2002,3.572222222,6.582638889,Le Grinch
64,Dr. Seuss,Golden books,4.36,eng,total:315000,5:187127,3:38530,0,10,0307986063,4:74900,4,113973,1994,3.572222222,6.582638889,How the Grinch Stole Christmas
64,Dr. Seuss,Random House BFYR,4.36,eng,total:315000,5:187127,3:38530,0,9,0679879471,4:74900,30,113976,1995,3.572222222,6.582638889,How Grinch Stole Christmas
384,Philip Michael Hett Bell,Pearson,3.85,eng,total:74,5:17,3:18,2,8,0582304709,4:34,2,113977,1997,1:00,2:05,The Origins of the Second World War in Europe
214,Akira Iriye,Routledge,4.02,,total:51,5:16,3:09,6,4,0582493498,4:23,6,113978,1987,1:00,2:03,The Origins of the Second World War in Asia and the Pacific
160,Richard Overy,Pearson,3.7,en-US,total:94,5:19,3:35,0,4,0582290856,4:34,4,113979,1998,1:00,2:06,The Origins of the Second World War (Seminar Studies in History Series)
292,Gordon Martel,Routledge,3.55,,total:22,5:04,3:09,2,8,0415163250,4:07,26,113980,1999,1:01,2:01,The Origins of the Second World War Reconsidered
399,David R. Beisel,Circumstantial Productions Pub.,4,,total:8,5:03,3:03,0,12,1891592149,4:02,31,113981,2003,1:00,2:00,"The Suicidal Embrace: Hitler, The Allies, And The Origins Of The Second World War"
480,Patrick Finney,Bloomsbury Academic,4,,total:1,5:00,3:00,0,5,034067640X,4:01,1,113982,1998,1:00,2:00,The Origins of the Second World War
216,Robert Rigby,Vintage Espanol,4.26,,total:492,0.391666667,0.175694444,1,4,030727750X,0.254861111,4,113984,2006,1:05,2:23,�gool!: El Sueno Se Inicia...
272,Andy McNab,Putnam Juvenile,3.84,en-US,total:721,0.35625,0.240972222,25,10,0399246851,0.352777778,18,113985,2007,1:13,0.125,"Avenger (Boy Soldier, #3)"
224,Robert Rigby,HMH Books for Young Readers,4.3,,total:223,0.29375,3:30,43,3,0152058818,4:59,1,113986,2007,1:03,2:08,GOAL II: Living the Dream
304,Robert Rigby,Corgi Childrens,4.29,,total:109,5:58,3:19,1,3,055255409X,4:29,5,113987,2009,1:01,2:02,Goal! 3
240,Robert Rigby,HMH Books for Young Readers,4.26,en-US,total:492,0.391666667,0.175694444,93,4,0152057986,0.254861111,1,113991,2006,1:05,2:23,GOAL!: The Dream Begins
240,June Jordan,Routledge,4.47,,total:150,0.269444444,3:16,8,10,0415911680,4:45,19,113993,1995,1:00,2:01,June Jordan's Poetry for the People: A Revolutionary Blueprint
288,Norman Vincent Peale,Touchstone,4.12,,total:327,0.318055556,3:56,15,3,0743234839,0.226388889,12,113997,2003,1:08,2:19,The Amazing Results of Positive Thinking
776,J GUEHENNO,Columbia University Press,0,,total:0,5:00,3:00,0,9,0231089619,4:00,1,113998,1966,1:00,2:00,Guehenno: Jean Jacques Rousseau Vols 1/2 (Cloth)
160,Jean-Marie Guehenno,Univ Of Minnesota Press,3.12,,total:16,5:02,3:09,1,7,0816626618,4:02,17,113999,2000,1:01,2:02,End of the Nation-State
135,Brent Filson,Doubleday Books,2,,total:1,5:00,3:00,0,1,0385127901,4:00,1,114004,1978,1:00,2:01,Smoke Jumpers
47,Gail B. Stewart,Crestwood House,0,,total:0,5:00,3:00,0,12,0896863980,4:00,31,114005,1988,1:00,2:00,Smokejumpers & Forest Firefighters
0,Nicholas Evans,Random House Audio,4.06,,total:29916,5:11624,4.290972222,1,8,055352870X,4:10607,21,114007,2001,0.350694444,0.945138889,The Smoke Jumper
448,Nicholas Evans,Bantam,3.81,,total:49821,5:14111,3:12963,1,5,0553060880,4:17970,4,114009,1998,0.820138889,2.622222222,El hombre que susurraba al oído de los caballos
288,Nicholas Evan Sarantakes,Texas A University Press,5,,total:2,5:02,3:00,0,12,0890969698,4:00,1,114010,2000,1:00,2:00,Keystone: The American Occupation of Okinawa and U.S.-Japanese Relations
662,Felix K. Ameka,Mouton de Gruyter,5,,total:1,5:01,3:00,0,11,3110186039,4:00,16,114011,2006,1:00,2:00,Catching Language: The Standing Challenge of Grammar Writing (Trends in Linguistics: Studies and Monographs)
300,Monica Seeber,Routledge,4,,total:2,5:01,3:01,0,2,0953726215,4:00,15,114015,2005,1:00,2:00,The Politics of Publishing in South Africa
256,Nicholas M. Evans,Routledge,3,,total:1,5:00,3:01,0,9,0815322267,4:00,21,114016,2000,1:00,2:00,"Writing Jazz: Race, Nationalism, and Modern Culture in the 1920s"
411,Nicholas Evans,Albin Michel,3.81,,total:49821,5:14111,3:12963,1,8,2226106391,4:17970,1,114019,1998,0.820138889,2.622222222,L'homme Qui Murmurait à L'oreille Des Chevaux
208,Scott Wimberley,Paladin Press,3.87,,total:31,5:09,3:09,2,5,0873649214,4:11,1,114025,1997,1:00,2:02,Special Forces Guerrilla Warfare Manual
448,Ali Ahmad Jalali,Zenith Press,3.98,en-US,total:349,0.279861111,0.18125,1,1,0760313229,0.272916667,18,114026,2002,1:04,2:08,Afghan Guerrilla Warfare: In the Words of the Mjuahideen Fighters
320,Jack Terral,Jove,3.67,,total:15,5:03,3:06,2,3,0515141208,4:05,28,114027,2006,1:00,2:01,Seals: Guerrilla Warfare (Seals #2)
256,Bruce Nichols,McFarland & Company,4,,total:3,5:02,3:00,0,3,0786416890,4:00,1,114028,2004,1:00,2:01,"Guerrilla Warfare in Civil War Missouri, 1862"
304,Anna Starinov,Ballantine Books,3.33,,total:9,5:02,3:02,1,5,0345444574,4:02,29,114030,2001,1:00,2:03,Behind Fascist Lines: A Firsthand Account of Guerrilla Warfare During the Spanish Revolution
127,Pablo Morales Anguiano,Tomo,3.44,,total:9,5:02,3:03,2,1,9706665447,4:02,1,114031,2005,1:00,2:02,"Ernesto ""Che"" Guevara"
420,Ernesto Che Guevara,Ocean Press,4.02,,total:264,0.273611111,3:43,8,7,1876175699,0.240972222,1,114032,2003,1:05,2:15,Che Guevara Reader: Writings on Politics & Revolution
518,Ernesto Che Guevara,Pathfinder Press,3.7199999999999998,eng,total:2118,0.560416667,0.582638889,2,1,0873487664,0.686111111,1,114034,1994,1:41,0.196527778,The Bolivian Diary of Ernesto Che Guevara
523,Ernesto Che Guevara,Ocean Press,3.8,,total:29177,5.179861111,5.840277778,1,9,1876175710,4:11574,1,114035,2003,0.347222222,1.315277778,América Latina: Despertar de un Continente
606,Ernesto Che Guevara,Panther Books,4.16,eng,total:25,5:10,3:03,1,2,0586028870,4:11,18,114036,1969,1:01,2:00,Venceremos! The Speeches and Writings of Ernesto Che Guevara
229,Ana Menéndez,Grove Press,3.29,,total:646,0.270138889,0.313194444,66,11,0802141749,0.276388889,30,114038,2004,1:23,0.15625,Loving Che
256,Humberto Fontova,Sentinel HC,3.81,eng,total:369,0.288194444,0.182638889,52,4,1595230270,0.255555556,19,114039,2007,1:15,2:28,Exposing the Real Che Guevara: And the Useful Idiots Who Idolize Him
272,Richard L. Harris,W. W. Norton & Company,3.59,,total:178,5:21,0.170138889,5,9,0393320324,0.221527778,13,114040,2000,1:03,2:10,Death of a Revolutionary: Che Guevara's Last Mission
492,Joseph Hart,Thunder's Mouth Press,3.65,eng,total:20,5:03,3:04,2,3,1560255196,4:10,11,114041,2004,1:00,2:03,Che Guevara: An Anthology
300,Ernesto Che Guevara,Ocean Sur,3.7199999999999998,,total:2118,0.560416667,0.582638889,2,1,1920888306,0.686111111,1,114042,2006,1:41,0.196527778,El Diario del Che en Bolivia
256,Henry Butterfield Ryan,"Oxford University Press, USA",2.81,,total:37,5:00,3:13,6,4,0195131002,4:10,22,114043,1999,1:03,2:11,"The Fall of Che Guevara: A Story of Soldiers, Spies, and Diplomats"
69,Ho Che Anderson,Fantagraphics Books,3.71,,total:14,5:03,3:05,1,4,1560974966,4:05,17,114044,2002,1:00,2:01,"King, Vol. 2"
239,Ché Ahn,Chosen Books,4,,total:6,5:01,3:01,0,8,0800794109,4:04,1,114045,2006,1:00,2:00,Fire Evangelism: Reaching the Lost Through Love and Power
276,Eric Luther,Alpha Books,3.84,,total:74,5:17,3:22,7,6,002864199X,4:32,25,114046,2001,1:01,2:02,Critical Lives: Che Guevara
128,Trisha Ziff,Harry N. Abrams,3.83,,total:18,5:04,3:04,2,9,0810957183,4:09,1,114047,2006,1:01,2:00,Che Guevara: Revolutionary & Icon
232,Fidel Castro,Ocean Sur,3.8,,total:255,0.261805556,0.175694444,1,4,1921235020,0.223611111,1,114049,2007,1:09,2:14,Che en la Memoria de Fidel Castro
250,Ulises Estrada Lescaille,Ocean Press,3.5700000000000003,,total:42,5:11,3:15,6,6,1876175435,4:09,1,114050,2005,1:00,2:07,Tania: Undercover with Che Guevara in Bolivia
